#  an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)    dPsi(")     dPsi_er(")  dEps(")     dEps_er(")
   1926.85    0.028576    0.040125    0.167037    0.035819   0.0000123   0.0000000    0.167230    0.000000    0.015715    0.000000
   1926.90    0.038970    0.044651    0.142213    0.036647   0.0001576   0.0000000    0.168974    0.000000    0.016517    0.000000
   1926.95    0.003239    0.033351    0.129232    0.032496   0.0002185   0.0000000    0.169738    0.000000    0.017369    0.000000
   1927.00    0.000130    0.031616    0.158477    0.028224  -0.0000373   0.0000000    0.169384    0.000000    0.017979    0.000000
   1927.05   -0.050579    0.031577    0.164783    0.025856   0.0000897   0.0000000    0.170779    0.000000    0.017094    0.000000
   1927.10    0.029203    0.027786    0.102206    0.029744   0.0001676   0.0000000    0.171029    0.000000    0.016794    0.000000
   1927.15    0.036857    0.031366    0.086930    0.032388  -0.0003712   0.0000000    0.171221    0.000000    0.015875    0.000000
   1927.20   -0.007390    0.023542    0.131801    0.024043  -0.0001803   0.0000000    0.172688    0.000000    0.014784    0.000000
   1927.25   -0.029643    0.021469    0.152459    0.024288  -0.0005470   0.0000000    0.173579    0.000000    0.014254    0.000000
   1927.30   -0.009602    0.022711    0.157692    0.024203  -0.0001482   0.0000000    0.173535    0.000000    0.013644    0.000000
   1927.35   -0.019776    0.026506    0.135026    0.030492   0.0002418   0.0000000    0.173608    0.000000    0.013042    0.000000
   1927.40    0.033162    0.024985    0.186019    0.021734  -0.0001422   0.0000000    0.173044    0.000000    0.013702    0.000000
   1927.45    0.018076    0.021725    0.169231    0.018748  -0.0001021   0.0000000    0.170244    0.000000    0.013598    0.000000
   1927.50    0.034776    0.018852    0.151412    0.020135   0.0001079   0.0000000    0.168467    0.000000    0.013340    0.000000
   1927.55    0.028596    0.019565    0.169277    0.020539   0.0000858   0.0000000    0.165203    0.000000    0.013713    0.000000
   1927.60    0.044041    0.017406    0.119817    0.021828  -0.0001548   0.0000000    0.161727    0.000000    0.014105    0.000000
   1927.65    0.051164    0.018747    0.103429    0.022658  -0.0000004   0.0000000    0.161634    0.000000    0.013576    0.000000
   1927.70    0.040948    0.021843    0.090941    0.020886   0.0000608   0.0000000    0.161049    0.000000    0.014086    0.000000
   1927.75    0.009030    0.017577    0.100843    0.018123  -0.0002258   0.0000000    0.162372    0.000000    0.014406    0.000000
   1927.80    0.026102    0.016497    0.081238    0.017246   0.0002389   0.0000000    0.163762    0.000000    0.015233    0.000000
   1927.85   -0.014655    0.025753    0.066827    0.028135  -0.0001275   0.0000000    0.165604    0.000000    0.016753    0.000000
   1927.90   -0.054824    0.023702    0.116324    0.024713  -0.0000306   0.0000000    0.167334    0.000000    0.017040    0.000000
   1927.95   -0.086781    0.035806    0.105324    0.028369   0.0003105   0.0000000    0.169052    0.000000    0.017594    0.000000
   1928.00   -0.055547    0.043323    0.134433    0.021631  -0.0000249   0.0000000    0.169445    0.000000    0.018145    0.000000
   1928.05   -0.092616    0.025105    0.117435    0.026255  -0.0000750   0.0000000    0.168954    0.000000    0.018131    0.000000
   1928.10   -0.098631    0.025344    0.135674    0.035427   0.0000294   0.0000000    0.170164    0.000000    0.017126    0.000000
   1928.15   -0.050884    0.025598    0.140296    0.024822   0.0000617   0.0000000    0.170256    0.000000    0.016497    0.000000
   1928.20   -0.066410    0.022335    0.173274    0.023560  -0.0003908   0.0000000    0.170809    0.000000    0.015624    0.000000
   1928.25   -0.078270    0.023814    0.133577    0.022491   0.0002771   0.0000000    0.172540    0.000000    0.014462    0.000000
   1928.30   -0.047214    0.026121    0.150227    0.029520   0.0000386   0.0000000    0.172772    0.000000    0.014236    0.000000
   1928.35   -0.042088    0.021396    0.201893    0.025217  -0.0002687   0.0000000    0.172520    0.000000    0.013541    0.000000
   1928.40   -0.026104    0.017244    0.225532    0.023098   0.0001358   0.0000000    0.171862    0.000000    0.013270    0.000000
   1928.45   -0.024266    0.017516    0.179011    0.024179  -0.0000629   0.0000000    0.169655    0.000000    0.014000    0.000000
   1928.50   -0.000430    0.017304    0.148450    0.024003  -0.0000696   0.0000000    0.166375    0.000000    0.013676    0.000000
   1928.55    0.012669    0.015234    0.177313    0.018790   0.0001315   0.0000000    0.164243    0.000000    0.013671    0.000000
   1928.60    0.050571    0.017645    0.149452    0.022833  -0.0000487   0.0000000    0.161600    0.000000    0.014015    0.000000
   1928.65    0.057751    0.018177    0.138057    0.021869  -0.0001829   0.0000000    0.159828    0.000000    0.014296    0.000000
   1928.70    0.042380    0.021534    0.123428    0.025081  -0.0000509   0.0000000    0.160454    0.000000    0.014617    0.000000
   1928.75   -0.011836    0.022975    0.144084    0.024995   0.0000025   0.0000000    0.161082    0.000000    0.014837    0.000000
   1928.80   -0.046975    0.026262    0.125754    0.022710  -0.0000106   0.0000000    0.163047    0.000000    0.015420    0.000000
   1928.85   -0.102385    0.047838    0.146005    0.034537   0.0002439   0.0000000    0.165143    0.000000    0.016391    0.000000
   1928.90   -0.046158    0.024897    0.151670    0.032181  -0.0000927   0.0000000    0.166288    0.000000    0.017567    0.000000
   1928.95   -0.059003    0.032163    0.210645    0.030091  -0.0000384   0.0000000    0.167812    0.000000    0.017501    0.000000
   1929.00   -0.088381    0.035667    0.202712    0.030148   0.0002310   0.0000000    0.169095    0.000000    0.018031    0.000000
   1929.05   -0.115074    0.034304    0.218397    0.032066   0.0000007   0.0000000    0.169150    0.000000    0.018155    0.000000
   1929.10   -0.032928    0.034604    0.243780    0.025631   0.0000663   0.0000000    0.168870    0.000000    0.017340    0.000000
   1929.15   -0.039639    0.028274    0.213653    0.025401   0.0000923   0.0000000    0.169947    0.000000    0.016562    0.000000
   1929.20   -0.042579    0.019705    0.187730    0.021934  -0.0000553   0.0000000    0.169915    0.000000    0.015744    0.000000
   1929.25   -0.006606    0.026249    0.238590    0.028065  -0.0000847   0.0000000    0.171084    0.000000    0.014859    0.000000
   1929.30    0.019979    0.027470    0.269645    0.030460   0.0001552   0.0000000    0.172477    0.000000    0.013880    0.000000
   1929.35    0.039152    0.028737    0.264876    0.027042  -0.0000752   0.0000000    0.171350    0.000000    0.014050    0.000000
   1929.40    0.078724    0.022032    0.226905    0.027835  -0.0000126   0.0000000    0.170695    0.000000    0.013289    0.000000
   1929.45    0.106290    0.017106    0.203705    0.025665   0.0002552   0.0000000    0.168915    0.000000    0.013503    0.000000
   1929.50    0.130478    0.017640    0.228091    0.023418  -0.0001450   0.0000000    0.165609    0.000000    0.013906    0.000000
   1929.55    0.140799    0.013680    0.173659    0.021281   0.0000420   0.0000000    0.162939    0.000000    0.013296    0.000000
   1929.60    0.110579    0.016253    0.124562    0.019508   0.0001624   0.0000000    0.161120    0.000000    0.013902    0.000000
   1929.65    0.139842    0.016647    0.095732    0.018365  -0.0002501   0.0000000    0.159819    0.000000    0.014081    0.000000
   1929.70    0.126302    0.032104    0.087435    0.027946  -0.0002493   0.0000000    0.159542    0.000000    0.014434    0.000000
   1929.75    0.053999    0.022099    0.043326    0.024682   0.0001511   0.0000000    0.160956    0.000000    0.015427    0.000000
   1929.80   -0.022464    0.022693    0.024809    0.020416  -0.0000085   0.0000000    0.162039    0.000000    0.015530    0.000000
   1929.85   -0.054932    0.028153    0.038341    0.025324  -0.0000747   0.0000000    0.164666    0.000000    0.016104    0.000000
   1929.90   -0.059846    0.022866    0.058323    0.022134   0.0001315   0.0000000    0.166902    0.000000    0.017095    0.000000
   1929.95   -0.078698    0.027913    0.089325    0.044046  -0.0000568   0.0000000    0.166929    0.000000    0.018098    0.000000
   1930.00   -0.144337    0.028792    0.090271    0.028404  -0.0000556   0.0000000    0.168182    0.000000    0.017597    0.000000
   1930.05   -0.150192    0.023009    0.145714    0.033557   0.0000493   0.0000000    0.168646    0.000000    0.017964    0.000000
   1930.10   -0.153267    0.027589    0.172950    0.025300  -0.0002744   0.0000000    0.168485    0.000000    0.017432    0.000000
   1930.15   -0.158185    0.024664    0.208179    0.022784   0.0002599   0.0000000    0.168739    0.000000    0.016110    0.000000
   1930.20   -0.124211    0.024118    0.236548    0.020216   0.0001002   0.0000000    0.170202    0.000000    0.015549    0.000000
   1930.25   -0.101201    0.021840    0.289512    0.021916  -0.0000292   0.0000000    0.169957    0.000000    0.014707    0.000000
   1930.30   -0.064615    0.022938    0.265357    0.024940   0.0000085   0.0000000    0.170894    0.000000    0.013852    0.000000
   1930.35   -0.039463    0.025307    0.272238    0.028647   0.0000628   0.0000000    0.171443    0.000000    0.013551    0.000000
   1930.40    0.034403    0.022723    0.307738    0.021986  -0.0000148   0.0000000    0.168902    0.000000    0.013819    0.000000
   1930.45    0.049937    0.019212    0.273251    0.024197  -0.0000381   0.0000000    0.167724    0.000000    0.013229    0.000000
   1930.50    0.120219    0.019044    0.243336    0.020843   0.0001790   0.0000000    0.164961    0.000000    0.013729    0.000000
   1930.55    0.155051    0.020416    0.223304    0.021116  -0.0002015   0.0000000    0.161338    0.000000    0.013602    0.000000
   1930.60    0.136629    0.017473    0.168250    0.021928   0.0001261   0.0000000    0.159850    0.000000    0.013170    0.000000
   1930.65    0.173398    0.018307    0.146335    0.025334   0.0001609   0.0000000    0.158634    0.000000    0.013860    0.000000
   1930.70    0.147249    0.019981    0.069970    0.026204  -0.0002485   0.0000000    0.158462    0.000000    0.013869    0.000000
   1930.75    0.118877    0.016308    0.064036    0.019503   0.0000664   0.0000000    0.159420    0.000000    0.014409    0.000000
   1930.80    0.057409    0.021261    0.056983    0.018423  -0.0000625   0.0000000    0.161747    0.000000    0.015705    0.000000
   1930.85    0.013130    0.032023    0.060276    0.036291  -0.0001077   0.0000000    0.162841    0.000000    0.015941    0.000000
   1930.90   -0.019952    0.024827    0.082407    0.027627   0.0000551   0.0000000    0.165644    0.000000    0.016475    0.000000
   1930.95   -0.121548    0.027827    0.054859    0.023678   0.0000711   0.0000000    0.167135    0.000000    0.017314    0.000000
   1931.00   -0.257417    0.051674    0.077647    0.026040   0.0001022   0.0000000    0.166501    0.000000    0.017707    0.000000
   1931.05   -0.218965    0.036494    0.114662    0.025816   0.0001458   0.0000000    0.167736    0.000000    0.017150    0.000000
   1931.10   -0.183563    0.032886    0.142258    0.029799  -0.0000818   0.0000000    0.167776    0.000000    0.016893    0.000000
   1931.15   -0.194944    0.033578    0.203077    0.026222  -0.0002447   0.0000000    0.168088    0.000000    0.015676    0.000000
   1931.20   -0.174711    0.024236    0.251142    0.025756   0.0001556   0.0000000    0.168896    0.000000    0.014504    0.000000
   1931.25   -0.163203    0.022962    0.276688    0.022103  -0.0000232   0.0000000    0.170414    0.000000    0.014210    0.000000
   1931.30   -0.148592    0.021088    0.301454    0.017517  -0.0001523   0.0000000    0.170217    0.000000    0.013054    0.000000
   1931.35   -0.083698    0.019211    0.337352    0.024526   0.0001248   0.0000000    0.170570    0.000000    0.012629    0.000000
   1931.40   -0.028242    0.019502    0.350331    0.019918  -0.0000169   0.0000000    0.169883    0.000000    0.013090    0.000000
   1931.45    0.032715    0.021517    0.351002    0.022031  -0.0001783   0.0000000    0.166658    0.000000    0.012868    0.000000
   1931.50    0.100375    0.021812    0.344371    0.023464   0.0000031   0.0000000    0.164994    0.000000    0.013096    0.000000
   1931.55    0.155098    0.016653    0.301286    0.019064   0.0000962   0.0000000    0.161253    0.000000    0.013319    0.000000
   1931.60    0.192006    0.018463    0.256069    0.019390  -0.0001661   0.0000000    0.158489    0.000000    0.012782    0.000000
   1931.65    0.201082    0.017428    0.224122    0.019762   0.0001769   0.0000000    0.158103    0.000000    0.012952    0.000000
   1931.70    0.206945    0.023600    0.153762    0.016588   0.0000198   0.0000000    0.157371    0.000000    0.013406    0.000000
   1931.75    0.165437    0.017629    0.109291    0.018133  -0.0001429   0.0000000    0.158469    0.000000    0.013263    0.000000
   1931.80    0.102353    0.018826    0.030771    0.017390   0.0001483   0.0000000    0.160292    0.000000    0.014352    0.000000
   1931.85   -0.000580    0.033342    0.020173    0.023347  -0.0000619   0.0000000    0.162535    0.000000    0.015591    0.000000
   1931.90   -0.026870    0.024157    0.022651    0.027286  -0.0000646   0.0000000    0.163309    0.000000    0.015758    0.000000
   1931.95   -0.031791    0.022777   -0.033921    0.025040   0.0001149   0.0000000    0.165570    0.000000    0.016616    0.000000
   1932.00   -0.071144    0.025175    0.047677    0.021445   0.0000268   0.0000000    0.165874    0.000000    0.016950    0.000000
   1932.05   -0.141330    0.019897    0.056033    0.022330  -0.0002454   0.0000000    0.165647    0.000000    0.016540    0.000000
   1932.10   -0.123702    0.028913    0.104637    0.024952   0.0001296   0.0000000    0.166700    0.000000    0.016291    0.000000
   1932.15   -0.200154    0.031528    0.142013    0.025568  -0.0000862   0.0000000    0.166224    0.000000    0.015602    0.000000
   1932.20   -0.167461    0.035950    0.182155    0.029529  -0.0000874   0.0000000    0.167637    0.000000    0.013856    0.000000
   1932.25   -0.186723    0.021711    0.224377    0.017989   0.0001923   0.0000000    0.168375    0.000000    0.013093    0.000000
   1932.30   -0.138029    0.023326    0.266079    0.018915  -0.0000563   0.0000000    0.169119    0.000000    0.013262    0.000000
   1932.35   -0.150504    0.026579    0.302196    0.023592  -0.0000193   0.0000000    0.168956    0.000000    0.011747    0.000000
   1932.40   -0.112842    0.022977    0.312144    0.022418   0.0002168   0.0000000    0.168072    0.000000    0.012348    0.000000
   1932.45   -0.047982    0.027430    0.337277    0.029065  -0.0001483   0.0000000    0.165821    0.000000    0.012858    0.000000
   1932.50   -0.022218    0.020331    0.318133    0.019963  -0.0000211   0.0000000    0.162396    0.000000    0.012129    0.000000
   1932.55    0.023474    0.017790    0.321476    0.018381   0.0001725   0.0000000    0.160773    0.000000    0.012917    0.000000
   1932.60    0.101548    0.019990    0.317574    0.018165  -0.0000866   0.0000000    0.157139    0.000000    0.012765    0.000000
   1932.65    0.124959    0.018382    0.294547    0.017648   0.0000666   0.0000000    0.156413    0.000000    0.012451    0.000000
   1932.70    0.113551    0.021648    0.248010    0.016103   0.0001795   0.0000000    0.156950    0.000000    0.012955    0.000000
   1932.75    0.150915    0.022048    0.196755    0.015848   0.0001029   0.0000000    0.156829    0.000000    0.013501    0.000000
   1932.80    0.136611    0.026825    0.194042    0.021431  -0.0002442   0.0000000    0.158981    0.000000    0.013269    0.000000
   1932.85    0.118092    0.027297    0.159047    0.018186   0.0003657   0.0000000    0.160932    0.000000    0.014682    0.000000
   1932.90    0.114769    0.031520    0.159016    0.019563  -0.0003218   0.0000000    0.162823    0.000000    0.015434    0.000000
   1932.95    0.077478    0.036170    0.079995    0.027433   0.0000325   0.0000000    0.163519    0.000000    0.015469    0.000000
   1933.00    0.011193    0.025362    0.079985    0.026627   0.0002064   0.0000000    0.164973    0.000000    0.016258    0.000000
   1933.05   -0.037755    0.032142    0.072920    0.025913  -0.0000454   0.0000000    0.164745    0.000000    0.016162    0.000000
   1933.10   -0.118614    0.024205    0.069843    0.023994  -0.0000283   0.0000000    0.164798    0.000000    0.015209    0.000000
   1933.15   -0.107709    0.026389    0.135460    0.021889   0.0000654   0.0000000    0.165702    0.000000    0.014772    0.000000
   1933.20   -0.126415    0.029190    0.122615    0.032168  -0.0000160   0.0000000    0.165159    0.000000    0.014073    0.000000
   1933.25   -0.162216    0.021833    0.188273    0.019422  -0.0000926   0.0000000    0.167006    0.000000    0.012302    0.000000
   1933.30   -0.168757    0.024252    0.201224    0.017766   0.0001668   0.0000000    0.167201    0.000000    0.011684    0.000000
   1933.35   -0.155283    0.021859    0.219521    0.021399  -0.0001876   0.0000000    0.166964    0.000000    0.012142    0.000000
   1933.40   -0.105588    0.017237    0.258480    0.015806   0.0000051   0.0000000    0.166067    0.000000    0.010838    0.000000
   1933.45   -0.093245    0.016198    0.293568    0.014576   0.0002602   0.0000000    0.163734    0.000000    0.011728    0.000000
   1933.50   -0.055720    0.017700    0.297278    0.017240  -0.0002056   0.0000000    0.160455    0.000000    0.011753    0.000000
   1933.55   -0.023304    0.016765    0.272932    0.018132  -0.0001082   0.0000000    0.157321    0.000000    0.011216    0.000000
   1933.60    0.016676    0.016204    0.279664    0.017765   0.0001482   0.0000000    0.156062    0.000000    0.011743    0.000000
   1933.65    0.086536    0.017054    0.248747    0.017662  -0.0001086   0.0000000    0.153787    0.000000    0.011926    0.000000
   1933.70    0.062691    0.017532    0.235035    0.018249  -0.0000356   0.0000000    0.154339    0.000000    0.012048    0.000000
   1933.75    0.072224    0.016545    0.213304    0.015404  -0.0000154   0.0000000    0.155508    0.000000    0.012480    0.000000
   1933.80    0.075670    0.019158    0.185451    0.015439  -0.0001334   0.0000000    0.156444    0.000000    0.013185    0.000000
   1933.85    0.056872    0.024571    0.173025    0.020823  -0.0000371   0.0000000    0.158954    0.000000    0.013248    0.000000
   1933.90    0.031532    0.025156    0.147312    0.019831   0.0003272   0.0000000    0.160361    0.000000    0.014245    0.000000
   1933.95    0.051761    0.027802    0.119858    0.023827  -0.0001708   0.0000000    0.161631    0.000000    0.014591    0.000000
   1934.00    0.003130    0.030665    0.190245    0.027333   0.0000370   0.0000000    0.162170    0.000000    0.014753    0.000000
   1934.05   -0.018496    0.040319    0.174327    0.022413   0.0003488   0.0000000    0.162767    0.000000    0.014822    0.000000
   1934.10   -0.056910    0.030619    0.107818    0.028165  -0.0002339   0.0000000    0.162695    0.000000    0.014349    0.000000
   1934.15   -0.116898    0.025214    0.110100    0.023960  -0.0000160   0.0000000    0.162880    0.000000    0.013144    0.000000
   1934.20   -0.147104    0.026690    0.138700    0.022005   0.0001837   0.0000000    0.164008    0.000000    0.012589    0.000000
   1934.25   -0.139632    0.023356    0.135257    0.021865   0.0000022   0.0000000    0.164131    0.000000    0.011830    0.000000
   1934.30   -0.159911    0.021429    0.169430    0.020167  -0.0000077   0.0000000    0.165383    0.000000    0.010716    0.000000
   1934.35   -0.129865    0.018433    0.183120    0.015105  -0.0000072   0.0000000    0.165044    0.000000    0.010110    0.000000
   1934.40   -0.099511    0.023248    0.245872    0.024341  -0.0001906   0.0000000    0.163784    0.000000    0.010505    0.000000
   1934.45   -0.093514    0.019156    0.251818    0.016031  -0.0000965   0.0000000    0.162294    0.000000    0.010113    0.000000
   1934.50   -0.040764    0.018224    0.247277    0.016863   0.0003759   0.0000000    0.159076    0.000000    0.010625    0.000000
   1934.55   -0.018032    0.018555    0.266550    0.016921  -0.0001354   0.0000000    0.155693    0.000000    0.010361    0.000000
   1934.60    0.018323    0.019199    0.272842    0.017770   0.0000569   0.0000000    0.153491    0.000000    0.010472    0.000000
   1934.65    0.063023    0.015761    0.229936    0.013776   0.0002378   0.0000000    0.152270    0.000000    0.010630    0.000000
   1934.70    0.071606    0.017617    0.260833    0.019891  -0.0001491   0.0000000    0.151868    0.000000    0.011139    0.000000
   1934.75    0.051774    0.017123    0.249453    0.014667   0.0000424   0.0000000    0.153073    0.000000    0.011435    0.000000
   1934.80    0.047782    0.017660    0.225995    0.013578   0.0001791   0.0000000    0.154681    0.000000    0.011912    0.000000
   1934.85    0.025108    0.028725    0.186324    0.014911  -0.0000150   0.0000000    0.156377    0.000000    0.012645    0.000000
   1934.90    0.019627    0.023160    0.186320    0.024537  -0.0000865   0.0000000    0.158932    0.000000    0.013351    0.000000
   1934.95   -0.037231    0.037255    0.206451    0.026249   0.0002288   0.0000000    0.159333    0.000000    0.013653    0.000000
   1935.00    0.040813    0.032067    0.196573    0.029918  -0.0002160   0.0000000    0.159934    0.000000    0.013750    0.000000
   1935.05   -0.071308    0.034875    0.134805    0.036703   0.0001453   0.0000000    0.160456    0.000000    0.013848    0.000000
   1935.10    0.008530    0.034175    0.143871    0.021527   0.0001777   0.0000000    0.160397    0.000000    0.013551    0.000000
   1935.15   -0.023400    0.028377    0.164836    0.021625  -0.0002660   0.0000000    0.160775    0.000000    0.012126    0.000000
   1935.20   -0.044495    0.029111    0.178458    0.026871   0.0000467   0.0000000    0.160804    0.000000    0.011019    0.000000
   1935.25   -0.038671    0.017282    0.188616    0.020051   0.0000824   0.0000000    0.162032    0.000000    0.010599    0.000000
   1935.30   -0.028742    0.018783    0.191194    0.017959  -0.0002988   0.0000000    0.162441    0.000000    0.009424    0.000000
   1935.35   -0.021413    0.024289    0.219296    0.018579  -0.0000264   0.0000000    0.162866    0.000000    0.009293    0.000000
   1935.40   -0.008787    0.018774    0.193431    0.014588   0.0000143   0.0000000    0.161792    0.000000    0.008942    0.000000
   1935.45   -0.017734    0.018072    0.214377    0.019945  -0.0001670   0.0000000    0.159077    0.000000    0.009299    0.000000
   1935.50   -0.005069    0.016222    0.199093    0.015848   0.0000434   0.0000000    0.157350    0.000000    0.009604    0.000000
   1935.55   -0.009421    0.018006    0.181146    0.017411   0.0001513   0.0000000    0.153160    0.000000    0.009796    0.000000
   1935.60    0.022711    0.017770    0.172019    0.017802  -0.0001595   0.0000000    0.150722    0.000000    0.009318    0.000000
   1935.65   -0.015161    0.018567    0.167132    0.019101   0.0001751   0.0000000    0.149582    0.000000    0.009701    0.000000
   1935.70    0.006861    0.019909    0.181397    0.018069   0.0001448   0.0000000    0.148824    0.000000    0.009709    0.000000
   1935.75   -0.039559    0.028785    0.150052    0.015983  -0.0003235   0.0000000    0.150151    0.000000    0.010197    0.000000
   1935.80   -0.028610    0.027598    0.158571    0.017455   0.0001160   0.0000000    0.151805    0.000000    0.010731    0.000000
   1935.85   -0.059256    0.026717    0.154891    0.020741  -0.0000286   0.0000000    0.153495    0.000000    0.011515    0.000000
   1935.90   -0.061890    0.029229    0.161219    0.018045  -0.0000804   0.0000000    0.155168    0.000000    0.012127    0.000000
   1935.95   -0.072422    0.043460    0.169982    0.024324   0.0000724   0.0000000    0.157750    0.000000    0.012983    0.000000
   1936.00   -0.012926    0.036129    0.191781    0.024307   0.0001367   0.0000000    0.157392    0.000000    0.013077    0.000000
   1936.05   -0.062063    0.042925    0.242590    0.024774  -0.0000255   0.0000000    0.157695    0.000000    0.012720    0.000000
   1936.10   -0.051804    0.042970    0.243000    0.024516   0.0000941   0.0000000    0.158040    0.000000    0.012391    0.000000
   1936.15   -0.103333    0.029817    0.261197    0.018902  -0.0001103   0.0000000    0.157790    0.000000    0.012030    0.000000
   1936.20   -0.105871    0.029300    0.252423    0.021435  -0.0000922   0.0000000    0.158592    0.000000    0.009507    0.000000
   1936.25   -0.047125    0.024432    0.268533    0.023029   0.0002834   0.0000000    0.158607    0.000000    0.008737    0.000000
   1936.30   -0.047579    0.032529    0.273905    0.021226  -0.0001012   0.0000000    0.159864    0.000000    0.008443    0.000000
   1936.35   -0.009491    0.019662    0.278208    0.016523  -0.0001420   0.0000000    0.159735    0.000000    0.007257    0.000000
   1936.40   -0.000347    0.019274    0.247603    0.014979   0.0001166   0.0000000    0.159480    0.000000    0.007828    0.000000
   1936.45    0.042846    0.026303    0.240279    0.016374  -0.0000559   0.0000000    0.156941    0.000000    0.008070    0.000000
   1936.50    0.075086    0.023139    0.240549    0.020268   0.0000219   0.0000000    0.153188    0.000000    0.008254    0.000000
   1936.55    0.055811    0.017652    0.215134    0.018487   0.0001077   0.0000000    0.151466    0.000000    0.008584    0.000000
   1936.60    0.050326    0.018461    0.165364    0.020612  -0.0000342   0.0000000    0.147257    0.000000    0.008679    0.000000
   1936.65    0.043992    0.017563    0.142526    0.017247  -0.0001374   0.0000000    0.146694    0.000000    0.008135    0.000000
   1936.70    0.030741    0.017040    0.108681    0.017116   0.0001525   0.0000000    0.146489    0.000000    0.008625    0.000000
   1936.75   -0.000388    0.019562    0.076961    0.016541  -0.0000350   0.0000000    0.146748    0.000000    0.008717    0.000000
   1936.80   -0.016750    0.024074    0.086855    0.017764  -0.0002393   0.0000000    0.148864    0.000000    0.009196    0.000000
   1936.85   -0.029849    0.025948    0.082288    0.024629   0.0002528   0.0000000    0.150824    0.000000    0.009853    0.000000
   1936.90   -0.109704    0.035748    0.102654    0.024654  -0.0001842   0.0000000    0.151973    0.000000    0.011039    0.000000
   1936.95   -0.132325    0.042479    0.163555    0.030069  -0.0001107   0.0000000    0.153350    0.000000    0.011242    0.000000
   1937.00   -0.084156    0.029027    0.161654    0.026290   0.0002675   0.0000000    0.155346    0.000000    0.011816    0.000000
   1937.05   -0.114913    0.046371    0.213042    0.046044  -0.0000534   0.0000000    0.154440    0.000000    0.011990    0.000000
   1937.10   -0.118593    0.037887    0.213347    0.022199   0.0000480   0.0000000    0.154391    0.000000    0.010702    0.000000
   1937.15   -0.160606    0.027745    0.247912    0.018504   0.0001862   0.0000000    0.154737    0.000000    0.010080    0.000000
   1937.20   -0.117288    0.025912    0.255289    0.021834   0.0000939   0.0000000    0.155159    0.000000    0.009463    0.000000
   1937.25   -0.066008    0.025358    0.287673    0.022276  -0.0001660   0.0000000    0.155965    0.000000    0.006926    0.000000
   1937.30   -0.050552    0.020119    0.291532    0.020379   0.0002239   0.0000000    0.156481    0.000000    0.006631    0.000000
   1937.35    0.000530    0.019865    0.297959    0.019192  -0.0001517   0.0000000    0.156538    0.000000    0.006581    0.000000
   1937.40    0.005222    0.018212    0.304815    0.019153  -0.0000442   0.0000000    0.155416    0.000000    0.005893    0.000000
   1937.45    0.062188    0.018401    0.318219    0.021212   0.0002183   0.0000000    0.154306    0.000000    0.006685    0.000000
   1937.50    0.093838    0.017446    0.317100    0.022327  -0.0001665   0.0000000    0.150556    0.000000    0.007163    0.000000
   1937.55    0.103464    0.017425    0.256433    0.018921   0.0000204   0.0000000    0.147170    0.000000    0.006975    0.000000
   1937.60    0.111842    0.015320    0.193109    0.014931   0.0001346   0.0000000    0.145551    0.000000    0.007313    0.000000
   1937.65    0.106597    0.018304    0.153920    0.021353  -0.0001049   0.0000000    0.142685    0.000000    0.007427    0.000000
   1937.70    0.070938    0.020409    0.116429    0.015376  -0.0001012   0.0000000    0.143508    0.000000    0.007102    0.000000
   1937.75    0.030741    0.025160    0.089075    0.022122   0.0002346   0.0000000    0.144016    0.000000    0.007674    0.000000
   1937.80    0.046553    0.021876    0.089519    0.018177  -0.0000979   0.0000000    0.145239    0.000000    0.008081    0.000000
   1937.85    0.008610    0.026110    0.044109    0.019458  -0.0000778   0.0000000    0.147662    0.000000    0.008686    0.000000
   1937.90   -0.006405    0.026096    0.071386    0.022100   0.0003153   0.0000000    0.149482    0.000000    0.009346    0.000000
   1937.95   -0.100547    0.035035    0.100537    0.028384  -0.0002010   0.0000000    0.149667    0.000000    0.010550    0.000000
   1938.00   -0.152341    0.034682    0.069012    0.025864  -0.0001359   0.0000000    0.150528    0.000000    0.010253    0.000000
   1938.05   -0.202650    0.034108    0.094152    0.038963   0.0001892   0.0000000    0.151252    0.000000    0.010493    0.000000
   1938.10   -0.146618    0.022112    0.185144    0.020531  -0.0001616   0.0000000    0.150704    0.000000    0.010092    0.000000
   1938.15   -0.151332    0.021991    0.207226    0.022028  -0.0000258   0.0000000    0.150055    0.000000    0.008315    0.000000
   1938.20   -0.157133    0.024523    0.240669    0.025672   0.0000890   0.0000000    0.151181    0.000000    0.007800    0.000000
   1938.25   -0.104656    0.023365    0.293920    0.022707  -0.0000825   0.0000000    0.151857    0.000000    0.006903    0.000000
   1938.30   -0.062324    0.022084    0.335959    0.021529  -0.0000853   0.0000000    0.152108    0.000000    0.005546    0.000000
   1938.35   -0.062678    0.026389    0.357047    0.022979   0.0001754   0.0000000    0.152568    0.000000    0.005533    0.000000
   1938.40   -0.049017    0.023723    0.317460    0.021077  -0.0002231   0.0000000    0.150644    0.000000    0.005683    0.000000
   1938.45   -0.044852    0.027630    0.336337    0.021316  -0.0000292   0.0000000    0.148940    0.000000    0.005575    0.000000
   1938.50    0.107666    0.025239    0.349544    0.020612   0.0002163   0.0000000    0.146431    0.000000    0.006327    0.000000
   1938.55    0.181177    0.024420    0.341471    0.025190  -0.0002721   0.0000000    0.143021    0.000000    0.006226    0.000000
